INDEX,LINEA,ESTACION,TOTAL,FECHA
2084,MITRE,PUEYRREDON,80234,2018-11-01
2085,BELGRANO SUR,V. MADERO,66791,2018-11-01
2086,MITRE,RETIRO (SUAREZ-MITRE),632640,2018-11-01
2087,MITRE,RETIRO (TIGRE),768854,2018-11-01
2088,BELGRANO SUR,TAPIALES,33012,2018-11-01
2089,BELGRANO SUR,V.LUGANO,82188,2018-11-01
2090,MITRE,MAQ. SAVIO,2075,2018-11-01
2091,MITRE,MALAVER,32321,2018-11-01
2092,MITRE,BECCAR,66628,2018-11-01
2093,MITRE,COGHLAN,33864,2018-11-01
2094,MITRE,COLEGIALES,87618,2018-11-01
2095,MITRE,DRAGO,52965,2018-11-01
2096,MITRE,CENTRANGOLO,16767,2018-11-01
2097,MITRE,EL TALAR,96,2018-11-01
2098,MITRE,CARUPA,84778,2018-11-01
2099,MITRE,CARRANZA,195908,2018-11-01
2100,MITRE,ESCOBAR,3354,2018-11-01
2101,MITRE,FLORIDA,23080,2018-11-01
2102,MITRE,BENAVIDEZ,601,2018-11-01
2103,MITRE,GARIN,918,2018-11-01
2104,MITRE,BELGRANO R.,193854,2018-11-01
2105,MITRE,JOSE LEON SUAREZ,251090,2018-11-01
2106,MITRE,JUAN B. JUSTO,22423,2018-11-01
2107,MITRE,LA LUCILA,60289,2018-11-01
2108,MITRE,BELGRANO C.,300390,2018-11-01
2109,MITRE,LOPEZ CAMELO,592,2018-11-01
2110,MITRE,RIVADAVIA,57912,2018-11-01
2111,ROCA,BRIAN,1,2018-11-01
2112,BELGRANO SUR,SAENZ,236708,2018-11-01
2113,MITRE,SAN ANDRES,54697,2018-11-01
2114,ROCA,A.KORN,208114,2018-11-01
2115,ROCA,ADROGUE,318368,2018-11-01
2116,BELGRANO SUR,ILLIA,19827,2018-11-01
2117,BELGRANO SUR,I. CASANOVA,24860,2018-11-01
2118,ROCA,ALTAMIRANO,1,2018-11-01
2119,ROCA,ARDIGO,131934,2018-11-01
2120,BELGRANO SUR,G. CATAN,152227,2018-11-01
2121,BELGRANO SUR,INDEPENDENCIA,119729,2018-11-01
2122,BELGRANO SUR,FOURNIER,35378,2018-11-01
2123,ROCA,BERAZATEGUI,255501,2018-11-01
2124,BELGRANO SUR,EVA DUARTE,44696,2018-11-01
2125,BELGRANO SUR,CASTILLO,33129,2018-11-01
2126,ROCA,BERNAL,142304,2018-11-01
2127,ROCA,BOSQUES,105934,2018-11-01
2128,ROCA,BRANDSEN,140,2018-11-01
2129,BELGRANO SUR,CASTELLO,55932,2018-11-01
2130,ROCA,BANFIELD,570957,2018-11-01
2131,ROCA,A. PETION,5927,2018-11-01
2132,ROCA,A. DE ELIA,3,2018-11-01
2133,BELGRANO SUR,KM. 12,718,2018-11-01
2134,BELGRANO SUR,QUERANDI,27469,2018-11-01
2135,MITRE,SAN FERNANDO,97096,2018-11-01
2136,BELGRANO SUR,MERLO GOMEZ,20636,2018-11-01
2137,MITRE,SAN ISIDRO,296071,2018-11-01
2138,MITRE,SAN MARTIN,241702,2018-11-01
2139,BELGRANO SUR,MENDEVILLE,5595,2018-11-01
2140,MITRE,TIGRE,294574,2018-11-01
2141,BELGRANO SUR,M. BELGRANO,38764,2018-11-01
2142,MITRE,URQUIZA,240793,2018-11-01
2143,MITRE,V. BALLESTER,153932,2018-11-01
2144,BELGRANO SUR,LIBERTAD,28432,2018-11-01
2145,MITRE,VICENTE LOPEZ,95562,2018-11-01
2146,MITRE,VICTORIA ELECT,79727,2018-11-01
2147,BELGRANO SUR,LAFERRERE,200662,2018-11-01
2148,MITRE,VIRREYES,149074,2018-11-01
2149,MITRE,ZARATE,803,2018-11-01
2150,MITRE,ZELAYA,399,2018-11-01
2151,MITRE,SAAVEDRA,44872,2018-11-01
2152,SAN MARTIN,B. VISTA,103246,2018-11-01
2153,SARMIENTO,VILLA LURO,103856,2018-11-01
2154,SARMIENTO,MORENO,864818,2018-11-01
2155,SARMIENTO,FLORES,216072,2018-11-01
2156,SARMIENTO,MISERERE,219,2018-11-01
2157,SAN MARTIN,RETIRO,31,2018-11-01
2158,SAN MARTIN,CABRED,4040,2018-11-01
2159,SAN MARTIN,S. LUGARES,23088,2018-11-01
2160,SAN MARTIN,SAENZ PENA,108016,2018-11-01
2161,SAN MARTIN,SAN MIGUEL,294931,2018-11-01
2162,SARMIENTO,MERLO,879399,2018-11-01
2163,SAN MARTIN,PILAR,160445,2018-11-01
2164,SARMIENTO,LINIERS,507665,2018-11-01
2165,SAN MARTIN,V. DEVOTO,117520,2018-11-01
2166,SAN MARTIN,V. PARQUE,310785,2018-11-01
2167,SARMIENTO,ITUZAINGO,292395,2018-11-01
2168,SAN MARTIN,W. MORRIS,61438,2018-11-01
2169,SARMIENTO,HAEDO,162532,2018-11-01
2170,SARMIENTO,CABALLITO,190927,2018-11-01
2171,SARMIENTO,CASTELAR,259034,2018-11-01
2172,SARMIENTO,FLORESTA,145447,2018-11-01
2173,SAN MARTIN,SOL Y VERDE,92185,2018-11-01
2174,SAN MARTIN,PATERNAL,13,2018-11-01
2175,SARMIENTO,CIUDADELA,156530,2018-11-01
2176,SAN MARTIN,PALOMAR,95883,2018-11-01
2177,SAN MARTIN,CASEROS,151377,2018-11-01
2178,SAN MARTIN,CHACARITA,33,2018-11-01
2179,SARMIENTO,S.A DE PADUA,270635,2018-11-01
2180,SAN MARTIN,DERQUI,168810,2018-11-01
2181,SAN MARTIN,HURLINGHAM,91310,2018-11-01
2182,SAN MARTIN,J.C. PAZ,423431,2018-11-01
2183,SAN MARTIN,MANZANARES,2853,2018-11-01
2184,SARMIENTO,RAMOS MEJIA,477992,2018-11-01
2185,SARMIENTO,MORON,916476,2018-11-01
2186,SAN MARTIN,PALERMO,192,2018-11-01
2187,SAN MARTIN,MUNIZ,54938,2018-11-01
2188,SARMIENTO,ONCE,1601815,2018-11-01
2189,SARMIENTO,PASO DEL REY,225516,2018-11-01
2190,ROCA,SARANDI,44129,2018-12-01
2191,ROCA,SOURIGUES,33070,2018-12-01
2192,ROCA,QUILMES,368441,2018-12-01
2193,ROCA,TURDERA,91303,2018-12-01
2194,ROCA,RANELAGH,30231,2018-12-01
2195,ROCA,RINGUELET,7757,2018-12-01
2196,ROCA,TOLOSA,15017,2018-12-01
2197,ROCA,SAN JUSTO,279,2018-12-01
2198,ROCA,SPEGAZZINI,12350,2018-12-01
2199,ROCA,TEMPERLEY,237125,2018-12-01
2200,ROCA,STA. CATALINA,1,2018-12-01
2201,ROCA,TABLADA,277,2018-12-01
2202,ROCA,SANTA SOFIA,11361,2018-12-01
2203,ROCA,TRISTAN SUAREZ,21709,2018-12-01
2204,BELGRANO SUR,ALDO BONZI,2967,2018-12-01
2205,ROCA,LLAVALLOL,83439,2018-12-01
2206,ROCA,PLATANOS,42465,2018-12-01
2207,ROCA,F. VARELA,309044,2018-12-01
2208,ROCA,GERLI,143373,2018-12-01
2209,ROCA,GLEW,558439,2018-12-01
2210,ROCA,GONNET,18350,2018-12-01
2211,ROCA,GUERNICA,131566,2018-12-01
2212,ROCA,GUTIERREZ,5508,2018-12-01
2213,ROCA,H. ESPANOL,12,2018-12-01
2214,ROCA,HAEDO,2214,2018-12-01
2215,ROCA,HUDSON,57843,2018-12-01
2216,ROCA,J. MARMOL,52627,2018-12-01
2217,ROCA,JUAN XXIII,1,2018-12-01
2218,ROCA,KLOOSTERMAN,103,2018-12-01
2219,ROCA,POLICLINICO,1,2018-12-01
2220,ROCA,KM. 33,5,2018-12-01
2221,ROCA,L. DE ZAMORA,1007243,2018-12-01
2222,ROCA,L. GUILLON,120379,2018-12-01
2223,ROCA,LA NORIA,2,2018-12-01
2224,ROCA,LA PLATA,229855,2018-12-01
2225,ROCA,LANUS,814018,2018-12-01
2226,ROCA,LEVENE,57,2018-12-01
2227,ROCA,U. FERROVIARIA,1905,2018-12-01
2228,ROCA,LONGCHAMPS,394560,2018-12-01
2229,ROCA,MAXIMO PAZ,9414,2018-12-01
2230,ROCA,MONTE,1,2018-12-01
2231,ROCA,MONTE GRANDE,509488,2018-12-01
2232,ROCA,PEREYRA,1986,2018-12-01
2233,ROCA,KM. 34,11,2018-12-01
2234,ROCA,V. CASARES,58,2018-12-01
2235,SAN MARTIN,DERQUI,154304,2018-12-01
2236,ROCA,VILLA ELISA,34723,2018-12-01
2237,SAN MARTIN,V. PARQUE,286902,2018-12-01
2238,SAN MARTIN,W. MORRIS,58613,2018-12-01
2239,SARMIENTO,CABALLITO,172089,2018-12-01
2240,SARMIENTO,CASTELAR,251355,2018-12-01
2241,SARMIENTO,CIUDADELA,148051,2018-12-01
2242,SARMIENTO,FLORES,261441,2018-12-01
2243,SARMIENTO,FLORESTA,168229,2018-12-01
2244,SARMIENTO,HAEDO,146098,2018-12-01
2245,SARMIENTO,ITUZAINGO,274228,2018-12-01
2246,SARMIENTO,LINIERS,459091,2018-12-01
2247,SARMIENTO,MERLO,807747,2018-12-01
2248,SARMIENTO,MISERERE,336,2018-12-01
2249,SARMIENTO,MORENO,823200,2018-12-01
2250,SARMIENTO,MORON,862437,2018-12-01
2251,SARMIENTO,ONCE,1616034,2018-12-01
2252,SARMIENTO,PASO DEL REY,205227,2018-12-01
2253,SARMIENTO,RAMOS MEJIA,418251,2018-12-01
2254,SARMIENTO,S.A DE PADUA,240765,2018-12-01
2255,SARMIENTO,VILLA LURO,94012,2018-12-01
2256,SAN MARTIN,V. DEVOTO,103539,2018-12-01
2257,SAN MARTIN,SOL Y VERDE,79515,2018-12-01
2258,SAN MARTIN,SAN MIGUEL,291087,2018-12-01
2259,SAN MARTIN,SAENZ PENA,105706,2018-12-01
2260,ROCA,VILLA ESPANA,35418,2018-12-01
2261,ROCA,WILDE,58112,2018-12-01
2262,ROCA,YRIGOYEN,80989,2018-12-01
2263,ROCA,ZEBALLOS,95396,2018-12-01
2264,SAN MARTIN,ASTOLFI,6514,2018-12-01
2265,SAN MARTIN,B. VISTA,92561,2018-12-01
2266,SAN MARTIN,CABRED,4161,2018-12-01
2267,SAN MARTIN,CASEROS,131398,2018-12-01
2268,SAN MARTIN,CHACARITA,42,2018-12-01
2269,ROCA,V. DOMINICO,32465,2018-12-01
2270,ROCA,EZPELETA,159641,2018-12-01
2271,SAN MARTIN,J.C. PAZ,422703,2018-12-01
2272,SAN MARTIN,MANZANARES,2311,2018-12-01
2273,SAN MARTIN,MUNIZ,52652,2018-12-01
2274,SAN MARTIN,PALERMO,66,2018-12-01
2275,SAN MARTIN,PALOMAR,90222,2018-12-01
2276,SAN MARTIN,PATERNAL,9,2018-12-01
2277,SAN MARTIN,PILAR,133868,2018-12-01
2278,SAN MARTIN,RETIRO,6,2018-12-01
2279,SAN MARTIN,S. LUGARES,20524,2018-12-01
2280,SAN MARTIN,HURLINGHAM,81329,2018-12-01
2281,ROCA,EZEIZA,436366,2018-12-01
2282,ROCA,ARDIGO,134124,2018-12-01
2283,ROCA,EL JAGUEL,176919,2018-12-01
2284,MITRE,ACASSUSO,53970,2018-12-01
2285,MITRE,BECCAR,59702,2018-12-01
2286,MITRE,BELGRANO C.,266933,2018-12-01
2287,MITRE,BELGRANO R.,166508,2018-12-01
2288,MITRE,BENAVIDEZ,522,2018-12-01
2289,MITRE,CAPILLA DEL SENOR,13,2018-12-01
2290,MITRE,CARRANZA,163323,2018-12-01
2291,MITRE,CARUPA,86410,2018-12-01
2292,MITRE,CENTRANGOLO,14388,2018-12-01
2293,MITRE,CHILAVERT,47020,2018-12-01
2294,MITRE,COGHLAN,19048,2018-12-01
2295,MITRE,COLEGIALES,60808,2018-12-01
2296,MITRE,DRAGO,29070,2018-12-01
2297,MITRE,EL TALAR,70,2018-12-01
2298,MITRE,ESCOBAR,2823,2018-12-01
2299,MITRE,FLORIDA,19344,2018-12-01
2300,MITRE,GARIN,995,2018-12-01
2301,MITRE,JOSE LEON SUAREZ,225634,2018-12-01
2302,MITRE,JUAN B. JUSTO,18843,2018-12-01
2303,MITRE,3 DE FEBRERO,63556,2018-12-01
2304,BELGRANO SUR,VILLEGAS,5275,2018-12-01
2305,BELGRANO SUR,V.LUGANO,80351,2018-12-01
2306,BELGRANO SUR,V. SOLDATI,30499,2018-12-01
2307,BELGRANO SUR,BUENOS AIRES,8,2018-12-01
2308,BELGRANO SUR,CASTELLO,63065,2018-12-01
2309,BELGRANO SUR,CASTILLO,32909,2018-12-01
2310,BELGRANO SUR,EVA DUARTE,43321,2018-12-01
2311,BELGRANO SUR,FOURNIER,34142,2018-12-01
2312,BELGRANO SUR,G. CATAN,158635,2018-12-01
2313,BELGRANO SUR,I. CASANOVA,23087,2018-12-01
2314,BELGRANO SUR,ILLIA,17970,2018-12-01
2315,BELGRANO SUR,INDEPENDENCIA,121992,2018-12-01
2316,MITRE,LA LUCILA,51743,2018-12-01
2317,BELGRANO SUR,J. INGENIEROS,3372,2018-12-01
2318,BELGRANO SUR,LAFERRERE,206912,2018-12-01
2319,BELGRANO SUR,LIBERTAD,27322,2018-12-01
2320,BELGRANO SUR,M. BELGRANO,36742,2018-12-01
2321,BELGRANO SUR,MENDEVILLE,4707,2018-12-01
2322,BELGRANO SUR,MERLO GOMEZ,20940,2018-12-01
2323,BELGRANO SUR,QUERANDI,21520,2018-12-01
2324,BELGRANO SUR,SAENZ,228269,2018-12-01
2325,BELGRANO SUR,TAPIALES,41840,2018-12-01
2326,BELGRANO SUR,V. MADERO,62193,2018-12-01
2327,BELGRANO SUR,KM. 12,1355,2018-12-01
2328,ROCA,ESCALADA,119281,2018-12-01
2329,MITRE,LOPEZ CAMELO,57,2018-12-01
2330,MITRE,MAQ. SAVIO,2008,2018-12-01
2331,ROCA,A. DE ELIA,12,2018-12-01
2332,ROCA,A. PETION,4808,2018-12-01
2333,ROCA,A.KORN,192618,2018-12-01
2334,ROCA,ADROGUE,291166,2018-12-01
2335,ROCA,BANFIELD,501573,2018-12-01
2336,ROCA,BERAZATEGUI,205276,2018-12-01
2337,ROCA,BERNAL,111737,2018-12-01
2338,ROCA,BOSQUES,103979,2018-12-01
2339,ROCA,BRANDSEN,137,2018-12-01
2340,ROCA,BRIAN,2,2018-12-01
2341,ROCA,BURZACO,447091,2018-12-01
2342,ROCA,CALZADA,144693,2018-12-01
2343,ROCA,CANUELAS,25908,2018-12-01
2344,ROCA,CHASCOMUS,121,2018-12-01
2345,ROCA,CITY BELL,40333,2018-12-01
2346,ROCA,CLAYPOLE,221629,2018-12-01
2347,ROCA,CONSTITUCION,3958497,2018-12-01
2348,ROCA,DARIO Y MAXI,219828,2018-12-01
2349,ROCA,DON BOSCO,46084,2018-12-01
2350,MITRE,ZELAYA,308,2018-12-01
2351,MITRE,MALAVER,25828,2018-12-01
2352,MITRE,ZARATE,581,2018-12-01
2353,MITRE,VICTORIA ELECT,69276,2018-12-01
2354,MITRE,MARTINEZ,150228,2018-12-01
2355,MITRE,MATHEU,907,2018-12-01
2356,MITRE,MIGUELETES,40112,2018-12-01
2357,MITRE,MITRE,17348,2018-12-01
2358,MITRE,NUNEZ,87157,2018-12-01
2359,MITRE,OLIVOS,76069,2018-12-01
2360,MITRE,PUEYRREDON,68937,2018-12-01
2361,MITRE,RETIRO (SUAREZ-MITRE),583005,2018-12-01
2362,MITRE,RETIRO (TIGRE),688576,2018-12-01
2363,MITRE,VIRREYES,132748,2018-12-01
2364,MITRE,RIVADAVIA,51179,2018-12-01
2365,MITRE,SAN ANDRES,45493,2018-12-01
2366,MITRE,SAN FERNANDO,91611,2018-12-01
2367,MITRE,SAN ISIDRO,267353,2018-12-01
2368,MITRE,SAN MARTIN,219175,2018-12-01
2369,MITRE,TIGRE,269686,2018-12-01
2370,MITRE,URQUIZA,216173,2018-12-01
2371,MITRE,V. BALLESTER,139045,2018-12-01
2372,MITRE,VICENTE LOPEZ,81834,2018-12-01
2373,MITRE,SAAVEDRA,40822,2018-12-01
2374,SARMIENTO,S.A DE PADUA,243244,2019-01-01
2375,SARMIENTO,RAMOS MEJIA,401038,2019-01-01
2376,ROCA,JEPPENER,3,2019-01-01
2377,SARMIENTO,ONCE,1575054,2019-01-01
2378,ROCA,A. DE ELIA,3,2019-01-01
2379,ROCA,A. PETION,5051,2019-01-01
2380,ROCA,A.KORN,194760,2019-01-01
2381,ROCA,ADROGUE,258498,2019-01-01
2382,ROCA,V. DOMINICO,42696,2019-01-01
2383,ROCA,ARDIGO,144298,2019-01-01
2384,ROCA,BANFIELD,467672,2019-01-01
2385,ROCA,V. CASARES,819,2019-01-01
2386,ROCA,BERAZATEGUI,218468,2019-01-01
2387,ROCA,BERNAL,106130,2019-01-01
2388,ROCA,U. FERROVIARIA,2112,2019-01-01
2389,ROCA,BOSQUES,109944,2019-01-01
2390,ROCA,BRANDSEN,329,2019-01-01
2391,ROCA,TURDERA,86270,2019-01-01
2392,ROCA,BURZACO,422498,2019-01-01
2393,ROCA,CALZADA,144223,2019-01-01
2394,ROCA,TRISTAN SUAREZ,22177,2019-01-01
2395,ROCA,TOLOSA,15783,2019-01-01
2396,ROCA,CANUELAS,25074,2019-01-01
2397,ROCA,VILLA ELISA,35694,2019-01-01
2398,MITRE,ZELAYA,266,2019-01-01
2399,MITRE,ZARATE,1083,2019-01-01
2400,ROCA,VILLA ESPANA,36487,2019-01-01
2401,MITRE,RETIRO (SUAREZ-MITRE),646508,2019-01-01
2402,MITRE,RETIRO (TIGRE),651995,2019-01-01
2403,SAN MARTIN,B. VISTA,93467,2019-01-01
2404,MITRE,RIVADAVIA,50846,2019-01-01
2405,MITRE,SAAVEDRA,39276,2019-01-01
2406,SAN MARTIN,ASTOLFI,6326,2019-01-01
2407,MITRE,SAN ANDRES,45036,2019-01-01
2408,MITRE,SAN FERNANDO,90483,2019-01-01
2409,ROCA,ZEBALLOS,102614,2019-01-01
2410,ROCA,CHASCOMUS,1000,2019-01-01
2411,MITRE,SAN ISIDRO,237914,2019-01-01
2412,MITRE,TIGRE,302920,2019-01-01
2413,ROCA,YRIGOYEN,83809,2019-01-01
2414,MITRE,URQUIZA,203475,2019-01-01
2415,ROCA,WILDE,73392,2019-01-01
2416,MITRE,V. BALLESTER,134033,2019-01-01
2417,MITRE,VICENTE LOPEZ,78126,2019-01-01
2418,ROCA,VUCETICH,1,2019-01-01
2419,MITRE,VICTORIA ELECT,61708,2019-01-01
2420,MITRE,VIRREYES,124637,2019-01-01
2421,MITRE,SAN MARTIN,203368,2019-01-01
2422,SAN MARTIN,CABRED,4294,2019-01-01
2423,ROCA,CITY BELL,37804,2019-01-01
2424,ROCA,TABLADA,299,2019-01-01
2425,ROCA,MAXIMO PAZ,10678,2019-01-01
2426,ROCA,GONNET,26767,2019-01-01
2427,ROCA,LONGCHAMPS,382484,2019-01-01
2428,ROCA,GUERNICA,151584,2019-01-01
2429,ROCA,LLAVALLOL,79311,2019-01-01
2430,ROCA,LEVENE,197,2019-01-01
2431,ROCA,GUTIERREZ,5651,2019-01-01
2432,ROCA,LANUS,768849,2019-01-01
2433,ROCA,H. ESPANOL,11,2019-01-01
2434,ROCA,LA PLATA,220985,2019-01-01
2435,ROCA,LA NORIA,3,2019-01-01
2436,ROCA,HAEDO,2022,2019-01-01
2437,ROCA,L. GUILLON,115446,2019-01-01
2438,ROCA,L. DE ZAMORA,966751,2019-01-01
2439,ROCA,KM. 34,4,2019-01-01
2440,ROCA,HUDSON,59242,2019-01-01
2441,ROCA,KM. 33,10,2019-01-01
2442,ROCA,J. MARMOL,54759,2019-01-01
2443,ROCA,KLOOSTERMAN,263,2019-01-01
2444,ROCA,MONTE,35,2019-01-01
2445,ROCA,GLEW,517383,2019-01-01
2446,ROCA,MONTE GRANDE,489135,2019-01-01
2447,ROCA,GERLI,138295,2019-01-01
2448,ROCA,CLAYPOLE,234960,2019-01-01
2449,ROCA,STA. CATALINA,2,2019-01-01
2450,ROCA,CONSTITUCION,3972558,2019-01-01
2451,ROCA,SPEGAZZINI,13488,2019-01-01
2452,ROCA,DARIO Y MAXI,210905,2019-01-01
2453,ROCA,SOURIGUES,39795,2019-01-01
2454,ROCA,DON BOSCO,51314,2019-01-01
2455,ROCA,SARANDI,44941,2019-01-01
2456,ROCA,SANTA SOFIA,11296,2019-01-01
2457,ROCA,TEMPERLEY,219456,2019-01-01
2458,ROCA,EL JAGUEL,175320,2019-01-01
2459,ROCA,ESCALADA,119086,2019-01-01
2460,ROCA,RINGUELET,7755,2019-01-01
2461,ROCA,EZEIZA,446121,2019-01-01
2462,ROCA,EZPELETA,180328,2019-01-01
2463,ROCA,RANELAGH,32742,2019-01-01
2464,ROCA,QUILMES,367129,2019-01-01
2465,ROCA,F. VARELA,293602,2019-01-01
2466,ROCA,PLATANOS,43563,2019-01-01
2467,ROCA,PEREYRA,1492,2019-01-01
2468,ROCA,SAN JUSTO,277,2019-01-01
2469,SARMIENTO,PASO DEL REY,203616,2019-01-01
2470,MITRE,PUEYRREDON,70860,2019-01-01
2471,SAN MARTIN,CASEROS,129536,2019-01-01
2472,BELGRANO SUR,G. CATAN,152719,2019-01-01
2473,BELGRANO SUR,I. CASANOVA,21457,2019-01-01
2474,BELGRANO SUR,ILLIA,16651,2019-01-01
2475,BELGRANO SUR,INDEPENDENCIA,115682,2019-01-01
2476,BELGRANO SUR,J. INGENIEROS,3427,2019-01-01
2477,SARMIENTO,CIUDADELA,147564,2019-01-01
2478,BELGRANO SUR,KM. 12,1446,2019-01-01
2479,BELGRANO SUR,LAFERRERE,198464,2019-01-01
2480,SARMIENTO,CASTELAR,243684,2019-01-01
2481,SARMIENTO,CABALLITO,176381,2019-01-01
2482,BELGRANO SUR,LIBERTAD,25002,2019-01-01
2483,BELGRANO SUR,M. BELGRANO,37311,2019-01-01
2484,SAN MARTIN,W. MORRIS,54670,2019-01-01
2485,BELGRANO SUR,MENDEVILLE,4841,2019-01-01
2486,BELGRANO SUR,MERLO GOMEZ,19901,2019-01-01
2487,SAN MARTIN,V. PARQUE,285597,2019-01-01
2488,BELGRANO SUR,QUERANDI,17185,2019-01-01
2489,BELGRANO SUR,SAENZ,243783,2019-01-01
2490,BELGRANO SUR,TAPIALES,30376,2019-01-01
2491,BELGRANO SUR,FOURNIER,34195,2019-01-01
2492,BELGRANO SUR,EVA DUARTE,43608,2019-01-01
2493,BELGRANO SUR,CASTILLO,29825,2019-01-01
2494,SARMIENTO,FLORES,232726,2019-01-01
2495,SARMIENTO,MORON,804252,2019-01-01
2496,SARMIENTO,MORENO,796351,2019-01-01
2497,SARMIENTO,MISERERE,231,2019-01-01
2498,BELGRANO NORTE,BOULOGNE SUR,158777,2019-01-01
2499,BELGRANO NORTE,DON TORCUATO,119782,2019-01-01
2500,BELGRANO NORTE,FLORIDA,37186,2019-01-01
2501,SARMIENTO,MERLO,824884,2019-01-01
2502,BELGRANO NORTE,GRAND BOURG,189457,2019-01-01
2503,BELGRANO NORTE,ING. P. NOGUES,113096,2019-01-01
2504,BELGRANO SUR,V. MADERO,64812,2019-01-01
2505,SARMIENTO,LINIERS,501163,2019-01-01
2506,BELGRANO NORTE,MUNRO,97772,2019-01-01
2507,SARMIENTO,ITUZAINGO,262216,2019-01-01
2508,BELGRANO NORTE,R. S. ORTIZ,25097,2019-01-01
2509,BELGRANO NORTE,RETIRO,468077,2019-01-01
2510,SARMIENTO,HAEDO,146590,2019-01-01
2511,BELGRANO SUR,ALDO BONZI,3216,2019-01-01
2512,SARMIENTO,FLORESTA,127821,2019-01-01
2513,BELGRANO SUR,BUENOS AIRES,2,2019-01-01
2514,BELGRANO SUR,CASTELLO,61716,2019-01-01
2515,BELGRANO NORTE,LOS POLVORINES,123321,2019-01-01
2516,MITRE,OLIVOS,71681,2019-01-01
2517,SAN MARTIN,V. DEVOTO,111612,2019-01-01
2518,BELGRANO SUR,V.LUGANO,76309,2019-01-01
2519,MITRE,ESCOBAR,3561,2019-01-01
2520,SAN MARTIN,MUNIZ,53611,2019-01-01
2521,MITRE,FLORIDA,17669,2019-01-01
2522,MITRE,GARIN,1556,2019-01-01
2523,SAN MARTIN,MANZANARES,2839,2019-01-01
2524,MITRE,JOSE LEON SUAREZ,219653,2019-01-01
2525,MITRE,JUAN B. JUSTO,19046,2019-01-01
2526,SAN MARTIN,J.C. PAZ,404628,2019-01-01
2527,MITRE,LA LUCILA,45803,2019-01-01
2528,MITRE,MALAVER,26559,2019-01-01
2529,SAN MARTIN,HURLINGHAM,76518,2019-01-01
2530,MITRE,MAQ. SAVIO,1584,2019-01-01
2531,MITRE,MARTINEZ,133884,2019-01-01
2532,SAN MARTIN,DERQUI,117080,2019-01-01
2533,MITRE,MATHEU,703,2019-01-01
2534,MITRE,MIGUELETES,43588,2019-01-01
2535,SAN MARTIN,CHACARITA,22,2019-01-01
2536,MITRE,MITRE,2318,2019-01-01
2537,MITRE,NUNEZ,94573,2019-01-01
2538,MITRE,EL TALAR,25,2019-01-01
2539,SAN MARTIN,PALERMO,80,2019-01-01
2540,MITRE,DRAGO,36982,2019-01-01
2541,MITRE,COLEGIALES,75655,2019-01-01
2542,SAN MARTIN,SOL Y VERDE,80033,2019-01-01
2543,BELGRANO SUR,VILLEGAS,4777,2019-01-01
2544,MITRE,3 DE FEBRERO,66798,2019-01-01
2545,SAN MARTIN,SAN MIGUEL,283459,2019-01-01
2546,MITRE,ACASSUSO,48291,2019-01-01
2547,MITRE,BECCAR,56352,2019-01-01
2548,SAN MARTIN,SAENZ PENA,103697,2019-01-01
2549,SAN MARTIN,S. LUGARES,19546,2019-01-01
2550,MITRE,BELGRANO C.,238547,2019-01-01
2551,BELGRANO SUR,V. SOLDATI,30428,2019-01-01
2552,MITRE,BELGRANO R.,154293,2019-01-01
2553,MITRE,BENAVIDEZ,664,2019-01-01
2554,MITRE,CARRANZA,156981,2019-01-01
2555,SAN MARTIN,PILAR,140828,2019-01-01
2556,MITRE,CARUPA,83855,2019-01-01
2557,MITRE,CENTRANGOLO,13863,2019-01-01
2558,SAN MARTIN,PATERNAL,7,2019-01-01
2559,MITRE,CHILAVERT,47087,2019-01-01
2560,MITRE,COGHLAN,29671,2019-01-01
2561,SAN MARTIN,PALOMAR,84881,2019-01-01
2562,SAN MARTIN,RETIRO,2,2019-01-01
2563,BELGRANO NORTE,VILLA ADELINA,115475,2019-01-01
2564,SARMIENTO,VILLA LURO,96404,2019-01-01
2565,MITRE,ESCOBAR,2640,2019-02-01
2566,MITRE,SAN ANDRES,42022,2019-02-01
2567,MITRE,SAAVEDRA,34776,2019-02-01
2568,MITRE,RIVADAVIA,101157,2019-02-01
2569,MITRE,RETIRO (TIGRE),200998,2019-02-01
2570,MITRE,RETIRO (SUAREZ-MITRE),487011,2019-02-01
2571,MITRE,PUEYRREDON,66844,2019-02-01
2572,MITRE,OLIVOS,64385,2019-02-01
2573,MITRE,NUNEZ,189356,2019-02-01
2574,MITRE,MITRE,107582,2019-02-01
2575,MITRE,SAN FERNANDO,85204,2019-02-01
2576,MITRE,MIGUELETES,43344,2019-02-01
2577,MITRE,MARTINEZ,99373,2019-02-01
2578,MITRE,MAQ. SAVIO,1459,2019-02-01
2579,MITRE,MALAVER,27152,2019-02-01
2580,MITRE,LOPEZ CAMELO,5,2019-02-01
2581,MITRE,LA LUCILA,26529,2019-02-01
2582,MITRE,JUAN B. JUSTO,19964,2019-02-01
2583,MITRE,JOSE LEON SUAREZ,212917,2019-02-01
2584,MITRE,GARIN,1301,2019-02-01
2585,MITRE,FLORIDA,18323,2019-02-01
2586,MITRE,MATHEU,999,2019-02-01
2587,MITRE,EL TALAR,61,2019-02-01
2588,MITRE,SAN ISIDRO,216732,2019-02-01
2589,MITRE,URQUIZA,200012,2019-02-01
2590,ROCA,CANUELAS,25876,2019-02-01
2591,ROCA,CALZADA,139553,2019-02-01
2592,ROCA,BURZACO,419739,2019-02-01
